"","ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual","date","season","tripduration","start_time","end_time","month","startcoords.1","startcoords.2","endcoords.1","endcoords.2","distance","logdur","startneigh","endneigh","sameneigh","startcity"
"16","58A181B8EF31B5B9","classic_bike","2024-03-13 22:52:42","2024-03-13 23:01:54","Central Square at Mass Ave / Essex St","M32011","Harvard Law School at Mass Ave / Jarvis St","M32020",42.36507,-71.1031,42.37901,-71.11995,"member",2024-11-27,"autumn",552,"22:52:42","23:01:54",NA,-71.1031,42.36507,-71.11995,42.37901,2.08029,6.313548,"Central Square","Old Cambridge",FALSE,"Cambridge"
"17","7B8CB864A9A132B2","classic_bike","2024-03-01 17:33:34","2024-03-01 17:37:12","Washington St at Waltham St","D32002","Tremont St at E Berkeley St","C32000",42.34157,-71.0689,42.34539,-71.06962,"member",2024-01-23,"winter",218,"17:33:34","17:37:12",NA,-71.0689,42.34157,-71.06962,42.34539,0.4289524,5.384495,"South End","South End",TRUE,"Boston"
"18","8D7263D4059C8C11","electric_bike","2024-02-25 15:23:09","2024-02-25 15:26:53","955 Mass Ave","M32073","Central Square at Mass Ave / Essex St","M32011",42.36891,-71.11006,42.36507,-71.1031,"member",2024-06-25,"summer",224,"15:23:09","15:26:53",NA,-71.11006,42.36891,-71.1031,42.36507,0.7148103,5.411646,"Riverside","Central Square",FALSE,"Cambridge"
"19","F83C8C0B3E83F921","classic_bike","2024-08-03 10:09:47.082","2024-08-03 10:13:55.734","Harvard Law School at Mass Ave / Jarvis St","M32020","Church St","M32087",42.37901,-71.11995,42.37434,-71.11966,"member",2024-05-21,"spring",248.652,"10:09:47","10:13:55",NA,-71.11995,42.37901,-71.11966,42.37434,0.5205684,5.516054,"Old Cambridge","Old Cambridge",TRUE,"Cambridge"
"20","A6B8AE0F535A33AB","classic_bike","2024-01-11 16:32:05","2024-01-11 16:54:17","Chinatown Gate Plaza","D32015","Stony Brook T Stop","D32041",42.35136,-71.05937,42.31697,-71.10437,"casual",2024-09-29,"autumn",1332,"16:32:05","16:54:17",NA,-71.05937,42.35136,-71.10437,42.31697,5.32661,7.194437,"Chinatown","Jamaica Plain",FALSE,"Boston"
"21","89A572B95584CA91","classic_bike","2024-06-07 15:44:18.686","2024-06-07 15:59:58.993","Tremont St at E Berkeley St","C32000","Cambridge St at Joy St","D32000",42.34539,-71.06962,42.36126,-71.06529,"member",2024-04-11,"spring",940.307,"15:44:18","15:59:58",NA,-71.06962,42.34539,-71.06529,42.36126,1.801649,6.846206,"South End","West End",FALSE,"Boston"
"22","3550D350D3D5A65D","classic_bike","2024-02-27 09:29:42","2024-02-27 10:05:04","699 Mt Auburn St","M32054","University Park","M32040",42.375,-71.14872,42.36265,-71.10006,"member",2024-06-22,"summer",2122,"09:29:42","10:05:04",NA,-71.14872,42.375,-71.10006,42.36265,4.231401,7.660114,"Larchwood","The Port",FALSE,"Cambridge"
"23","C709218851B61B89","classic_bike","2024-03-30 21:03:42","2024-03-30 21:07:18","St Mary's","K32007","1200 Beacon St","K32015",42.3462,-71.10729,42.34415,-71.11467,"member",2024-10-02,"autumn",216,"21:03:42","21:07:18",NA,-71.10729,42.3462,-71.11467,42.34415,0.6491155,5.375278,"Longwood","Longwood",TRUE,"Brookline"
"24","30E6B57971DE431B","classic_bike","2024-10-27 10:30:51.856","2024-10-27 10:43:53.347","Commonwealth Ave at Agganis Way","A32002","Boylston St at Dartmouth St","D32055",42.35169,-71.11903,42.35003,-71.07783,"casual",2024-07-11,"summer",781.491,"10:30:51","10:43:53",NA,-71.11903,42.35169,-71.07783,42.35003,3.394941,6.661204,"Allston","Back Bay",FALSE,"Boston"
"25","4AC9AD37FE651BED","classic_bike","2024-11-07 15:53:52.437","2024-11-07 16:11:15.982","325 Binney St.","M32091","Ruggles T Stop - Columbus Ave at Melnea Cass Blvd","B32002",42.36722,-71.08903,42.33624,-71.08799,"member",2024-08-17,"summer",1043.545,"15:53:52","16:11:15",NA,-71.08903,42.36722,-71.08799,42.33624,3.449253,6.950379,"Wellington-Harrington","Back Bay",FALSE,"Cambridge"
"26","6B78728254AAB6B8","classic_bike","2024-09-22 20:20:07.765","2024-09-22 20:27:03.753","30 Dane St","S32023","Wilson Square","S32005",42.381,-71.10403,42.38568,-71.11412,"member",2024-07-23,"summer",415.988,"20:20:07","20:27:03",NA,-71.10403,42.381,-71.11412,42.38568,0.9797652,6.030656,"Ames Business Park","Spring Hill",FALSE,"Somerville"
"27","8B989DF7BF40BD75","classic_bike","2024-08-23 16:39:51.962","2024-08-23 16:47:19.478","Aquarium T Stop - 200 Atlantic Ave","B32004","Warren St at Chelsea St","D32021",42.36044,-71.05044,42.37185,-71.06029,"casual",2024-07-27,"summer",447.516,"16:39:51","16:47:19",NA,-71.05044,42.36044,-71.06029,42.37185,1.506332,6.103712,"North End","Charlestown",FALSE,"Boston"
"28","DC9AC570445468C8","electric_bike","2024-07-06 09:53:10.089","2024-07-06 10:03:10.36","Broadway at Maple St","V32008","East Somerville Library (Broadway and Illinois)","S32017",42.4104,-71.05261,42.38763,-71.08319,"member",2024-09-07,"autumn",600.271,"09:53:10","10:03:10",NA,-71.05261,42.4104,-71.08319,42.38763,3.570387,6.397381,"Glendale","East Somerville",FALSE,"Everett"
"29","71280777CFD0868E","classic_bike","2024-05-23 19:33:53","2024-05-23 20:07:18","Albany St at E. Brookline St","C32061","Harvard St and Stedman St","K32017",42.33665,-71.06894,42.34435,-71.1249,"member",2024-09-02,"autumn",2005,"19:33:53","20:07:18",NA,-71.06894,42.33665,-71.1249,42.34435,4.683619,7.603399,"South End","Coolidge Corner",FALSE,"Boston"
"30","936C9CF7ABD1B4FD","classic_bike","2024-10-11 16:02:45.175","2024-10-11 16:05:37.426","Lafayette Square at Mass Ave / Main St / Columbia St","M32009","MIT Pacific St at Purrington St","M32041",42.36346,-71.10057,42.35957,-71.10129,"member",2024-11-14,"autumn",172.251,"16:02:45","16:05:37",NA,-71.10057,42.36346,-71.10129,42.35957,0.4372453,5.148953,"Central Square","Cambridgeport",FALSE,"Cambridge"
"31","13E40309C05FD218","classic_bike","2024-09-17 18:10:17.696","2024-09-17 18:15:13.92","Cleveland Circle","B32035","Chestnut Hill Ave at Ledgemere Rd","B32038",42.33554,-71.15062,42.34371,-71.15326,"member",2024-06-18,"summer",296.224,"18:10:17","18:15:13",NA,-71.15062,42.33554,-71.15326,42.34371,0.9343304,5.691116,"Brighton","Brighton",TRUE,"Boston"
"32","B875E7D4BD19EB1D","classic_bike","2024-01-16 10:14:27","2024-01-16 10:15:36","MIT Hayward St at Amherst St","M32071","MIT Carleton St at Amherst St","M32070",42.36086,-71.08552,42.36054,-71.0867,"member",2024-10-20,"autumn",69,"10:14:27","10:15:36",NA,-71.08552,42.36086,-71.0867,42.36054,0.1032705,4.234107,"Amherst Street","Carleton Street",FALSE,"Cambridge"
"33","916F36DF2377A54A","classic_bike","2024-07-06 05:44:48.383","2024-07-06 06:18:23.221","Boston College T","N32009","Boylston St at Fairfield St","C32008",42.33988,-71.16709,42.3488,-71.08237,"member",2024-10-13,"autumn",2014.838,"05:44:48","06:18:23",NA,-71.16709,42.33988,-71.08237,42.3488,7.041005,7.608294,"Chestnut Hill","Back Bay",FALSE,"Newton"
"34","885D16234208C366","electric_bike","2024-06-24 08:34:27.189","2024-06-24 08:39:38.071","Surface Rd at Summer St","A32042","Pier 4 Blvd at Autumn Ln","C32107",42.35268,-71.05687,42.35021,-71.04467,"member",2024-09-15,"autumn",310.882,"08:34:27","08:39:38",NA,-71.05687,42.35268,-71.04467,42.35021,1.040688,5.739413,"Downtown Boston","South Boston",FALSE,"Boston"
"35","EC9826AABA0F83B9","electric_bike","2024-04-01 18:13:15","2024-04-01 18:25:05","Central Square at Mass Ave / Essex St","M32011","Christian Science Plaza - Massachusetts Ave at Westland Ave","B32005",42.36507,-71.10298,42.34367,-71.08582,"casual",2024-04-21,"spring",710,"18:13:15","18:25:05",NA,-71.10298,42.36507,-71.08582,42.34367,2.769407,6.565265,"Central Square","Back Bay",FALSE,"Cambridge"
"36","A74EBCD793173EED","classic_bike","2024-09-26 14:29:10.973","2024-09-26 14:56:03.013","Cambridge Main Library at Broadway / Trowbridge St","M32013","Danehy Park at New Street","M32075",42.37338,-71.11107,42.38946,-71.13902,"member",2024-07-24,"summer",1612.04,"14:29:10","14:56:03",NA,-71.11107,42.37338,-71.13902,42.38946,2.912535,7.385256,"Mid-Cambridge","North Cambridge",FALSE,"Cambridge"
"37","D482924F25FE2BEE","electric_bike","2024-08-28 14:00:02.58","2024-08-28 14:42:39.793","Cross St at Hanover St","D32010","Main St at Thompson Sq","D32038",42.36281,-71.05607,42.37488,-71.06383,"casual",2024-09-18,"autumn",2557.213,"14:00:02","14:42:39",NA,-71.05607,42.36281,-71.06383,42.37488,1.487529,7.846673,"North End","Charlestown",FALSE,"Boston"
"38","6132C04E0AF115AA","classic_bike","2024-08-24 08:38:58.261","2024-08-24 08:53:03.823","75 Binney St","M32064","Mugar Way at Beacon St","D32017",42.36551,-71.08014,42.35554,-71.07287,"member",2024-11-04,"autumn",845.562,"08:38:58","08:53:03",NA,-71.08014,42.36551,-71.07287,42.35554,1.260763,6.740001,"East Cambridge","Beacon Hill",FALSE,"Cambridge"
"39","A0311EEC8F5C6C0A","electric_bike","2024-07-01 07:50:11.796","2024-07-01 08:15:12.076","30 Dane St","S32023","Arch St at Franklin St","D32004",42.38098,-71.10398,42.35534,-71.05823,"member",2024-04-25,"spring",1500.28,"07:50:11","08:15:12",NA,-71.10398,42.38098,-71.05823,42.35534,4.723735,7.313407,"Ames Business Park","Downtown Boston",FALSE,"Somerville"
"40","0D60B4B81E6DDEEA","classic_bike","2024-01-26 20:44:15","2024-01-26 20:54:57","Mass Ave/Lafayette Square","M32085","Harvard Square at Mass Ave/ Dunster","M32018",42.36356,-71.10044,42.37327,-71.11858,"member",2024-09-13,"autumn",642,"20:44:15","20:54:57",NA,-71.10044,42.36356,-71.11858,42.37327,1.841705,6.464588,"The Port","Riverside",FALSE,"Cambridge"
"41","D7490B6BE3ED639A","classic_bike","2024-11-20 12:30:44.173","2024-11-20 12:38:59.528","Lower Cambridgeport at Magazine St / Riverside Rd","M32022","Verizon Innovation Hub 10 Ware Street","M32050",42.35722,-71.11387,42.37251,-71.11305,"member",2024-03-09,"spring",495.355,"12:30:44","12:38:59",NA,-71.11387,42.35722,-71.11305,42.37251,1.703421,6.205275,"Cambridgeport","Riverside",FALSE,"Cambridge"
"42","C66EC2280D044B50","electric_bike","2024-02-11 14:56:03","2024-02-11 16:14:56","Bremen St at Marion St","A32032","","",42.37411,-71.03278,42.36,-71.03,"member",2024-06-25,"summer",4733,"14:56:03","16:14:56",NA,-71.03278,42.37411,-71.03,42.36,1.586986,8.462315,"East Boston","East Boston",TRUE,"Boston"
"43","023D313D3AAC8486","classic_bike","2024-07-23 14:01:32.672","2024-07-23 14:29:50.737","Valenti Way at Haverhill St","A32053","Boston City Hall - 28 State St","B32008",42.36474,-71.05935,42.35892,-71.05763,"member",2024-09-13,"autumn",1698.065,"14:01:32","14:29:50",NA,-71.05935,42.36474,-71.05763,42.35892,0.6630372,7.437245,"West End","Downtown Boston",FALSE,"Boston"
"44","86B1DD41344C2AC8","classic_bike","2024-08-17 18:21:02.473","2024-08-17 18:24:56.751","Third at Binney","M32048","Kennedy-Longfellow School 158 Spring St","M32065",42.36544,-71.08277,42.36955,-71.08579,"member",2024-11-10,"autumn",234.278,"18:21:02","18:24:56",NA,-71.08277,42.36544,-71.08579,42.36955,0.5203646,5.456508,"East Cambridge","Wellington-Harrington",FALSE,"Cambridge"
"45","6C82FF976B607FB4","classic_bike","2024-04-18 14:11:53","2024-04-18 14:15:16","Harvard Law School at Mass Ave / Jarvis St","M32020","Lesley University","M32039",42.37901,-71.11995,42.38675,-71.11902,"casual",2024-03-19,"spring",203,"14:11:53","14:15:16",NA,-71.11995,42.37901,-71.11902,42.38675,0.8646418,5.313206,"Old Cambridge","Old Cambridge",TRUE,"Cambridge"
"46","28ABA5260E614A73","classic_bike","2024-10-27 15:20:39.884","2024-10-27 15:26:33.382","Central Square at Mass Ave / Essex St","M32011","MIT at Mass Ave / Amherst St","M32006",42.36507,-71.1031,42.3581,-71.0932,"member",2024-12-03,"winter",353.498,"15:20:39","15:26:33",NA,-71.1031,42.36507,-71.0932,42.3581,1.124902,5.867878,"Central Square","Main Street",FALSE,"Cambridge"
"47","7C5223C3BE9BBFA1","classic_bike","2024-09-04 15:20:09.101","2024-09-04 15:23:05.034","One Memorial Drive","M32053","MIT Hayward St at Amherst St","M32071",42.36162,-71.08044,42.36086,-71.08552,"member",2024-05-06,"spring",175.933,"15:20:09","15:23:05",NA,-71.08044,42.36162,-71.08552,42.36086,0.426582,5.170103,"Main Street","Amherst Street",FALSE,"Cambridge"
"48","20EC7AAADD3F5B85","classic_bike","2024-05-18 18:44:53","2024-05-18 18:56:53","Tremont St at E Berkeley St","C32000","Government Center - Cambridge St at Court St","B32032",42.34539,-71.06962,42.35983,-71.0598,"member",2024-02-01,"winter",720,"18:44:53","18:56:53",NA,-71.06962,42.34539,-71.0598,42.35983,1.798391,6.579251,"South End","Downtown Crossing",FALSE,"Boston"
"49","43CF251A4D562D5E","electric_bike","2024-07-20 17:51:08.604","2024-07-20 18:04:55.991","Ruggles T Stop - Columbus Ave at Melnea Cass Blvd","B32002","Boylston St at Berkeley St","D32013",42.33624,-71.08799,42.35114,-71.07329,"member",2024-10-19,"autumn",827.387,"17:51:08","18:04:55",NA,-71.08799,42.33624,-71.07329,42.35114,2.052253,6.718273,"Back Bay","Back Bay",TRUE,"Boston"
"50","807BD8C803B62642","classic_bike","2024-05-17 10:55:22","2024-05-17 11:03:33","Union Square - Somerville","S32002","Main Street/Albany Street/Technology Square","M32080",42.37965,-71.0954,42.3629,-71.09157,"member",2024-09-11,"autumn",491,"10:55:22","11:03:33",NA,-71.0954,42.37965,-71.09157,42.3629,1.890721,6.196444,"Union Square","Technology Square",FALSE,"Somerville"
"51","EE40F79985B78A31","classic_bike","2024-06-16 10:46:23.7","2024-06-16 10:49:09.773","Packard's Corner - Commonwealth Ave at Brighton Ave","A32012","Commonwealth Ave At Babcock St","K32006",42.35226,-71.12383,42.35155,-71.12126,"member",2024-08-01,"summer",166.073,"10:46:23","10:49:09",NA,-71.12383,42.35226,-71.12126,42.35155,0.2257476,5.112427,"Allston","Allston",TRUE,"Boston"
"52","6382D4EF5C7DE6B8","classic_bike","2024-11-15 07:50:12.591","2024-11-15 07:52:21.438","Ames St at Broadway","M32059","Binney St / Sixth St","M32027",42.36369,-71.08757,42.36609,-71.08634,"member",2024-06-12,"summer",128.847,"07:50:12","07:52:21",NA,-71.08757,42.36369,-71.08634,42.36609,0.2852011,4.858626,"Harlow Square","Harlow Square",TRUE,"Cambridge"
"53","8DC0876AB1154D2C","classic_bike","2024-05-14 18:58:18","2024-05-14 19:22:32","Uphams Corner T Stop - Magnolia St at Dudley St","B32025","Washington Sq","K32011",42.3187,-71.06978,42.33986,-71.13421,"member",2024-02-07,"winter",1454,"18:58:18","19:22:32",NA,-71.06978,42.3187,-71.13421,42.33986,5.802121,7.282074,"Roxbury","Washington Square",FALSE,"Boston"
"54","4712ACD63CA6441C","classic_bike","2024-04-25 13:11:12","2024-04-25 15:31:21","Boston City Hall - 28 State St","B32008","Boylston St at Massachusetts Ave","B32018",42.35892,-71.05763,42.34741,-71.08678,"casual",2024-09-24,"autumn",8409,"13:11:12","15:31:21",NA,-71.05763,42.35892,-71.08678,42.34741,2.719457,9.037058,"Downtown Boston","Back Bay",FALSE,"Boston"
"55","903CECB569154E3B","classic_bike","2024-07-08 11:11:27.453","2024-07-08 11:20:19.698","955 Mass Ave","M32073","Ames St at Main St","M32037",42.36895,-71.10999,42.3625,-71.08822,"member",2024-09-08,"autumn",532.245,"11:11:27","11:20:19",NA,-71.10999,42.36895,-71.08822,42.3625,1.929071,6.277104,"Riverside","Harlow Square",FALSE,"Cambridge"
"56","AF558279C2AF81EA","classic_bike","2024-10-22 18:45:50.621","2024-10-22 19:15:52.771","Beacon St at Massachusetts Ave","B32016","Fan Pier","A32000",42.35083,-71.08981,42.35339,-71.04457,"member",2024-07-28,"summer",1802.15,"18:45:50","19:15:52",NA,-71.08981,42.35083,-71.04457,42.35339,3.732651,7.496736,"Fenway-Kenmore","South Boston",FALSE,"Boston"
"57","78E78DFC998C8B4F","classic_bike","2024-02-01 15:22:41","2024-02-01 15:30:01","One Brigham Circle","B32036","Parker St at Huntington Ave","Z32997",42.33392,-71.10447,42.33849,-71.09261,"member",2024-08-14,"summer",440,"15:22:41","15:30:01",NA,-71.10447,42.33392,-71.09261,42.33849,1.099896,6.086775,"Mission Hill","Back Bay",FALSE,"Boston"
"58","5C6C3B5A959E52D9","classic_bike","2024-03-26 11:57:09","2024-03-26 12:09:01","Brighton Ave at Linden St","D32058","B.U. Central - 725 Comm. Ave.","A32003",42.35284,-71.12968,42.35041,-71.10828,"casual",2024-07-13,"summer",712,"11:57:09","12:09:01",NA,-71.12968,42.35284,-71.10828,42.35041,1.78091,6.568078,"Allston","North Brookline",FALSE,"Boston"
"59","41C7C4EA514C5CDD","classic_bike","2024-02-10 14:47:08","2024-02-10 15:00:29","Murphy Skating Rink - 1880 Day Blvd","C32023","Seaport Square - Seaport Blvd at Northern Ave","B32007",42.33645,-71.02374,42.35148,-71.04436,"casual",2024-10-09,"autumn",801,"14:47:08","15:00:29",NA,-71.02374,42.33645,-71.04436,42.35148,2.383212,6.685861,"South Boston","South Boston",TRUE,"Boston"
"60","BB10E3A30FA82FB7","classic_bike","2024-05-26 13:43:44","2024-05-26 13:49:25","Ball Sq","S32007","Grove St at Community Path","S32019",42.39937,-71.11112,42.39639,-71.12011,"member",2024-11-11,"autumn",341,"13:43:44","13:49:25",NA,-71.11112,42.39937,-71.12011,42.39639,0.8107307,5.831882,"Ball Square","Ball Square",TRUE,"Somerville"
"61","0876E12FBEDA4D6C","classic_bike","2024-09-19 18:02:55.682","2024-09-19 18:08:00.007","B.U. Central - 725 Comm. Ave.","A32003","Commonwealth Ave At Babcock St","K32006",42.35041,-71.10828,42.35155,-71.12126,"member",2024-11-16,"autumn",304.325,"18:02:55","18:08:00",NA,-71.10828,42.35041,-71.12126,42.35155,1.075662,5.718096,"North Brookline","Allston",FALSE,"Boston"
"62","B4B15DBC17F64ECE","classic_bike","2024-07-08 09:35:18.656","2024-07-08 09:43:39.833","Harvard St and Stedman St","K32017","Longwood Ave at Binney St","A32004",42.34435,-71.1249,42.33863,-71.1065,"member",2024-06-20,"summer",501.177,"09:35:18","09:43:39",NA,-71.1249,42.34435,-71.1065,42.33863,1.642813,6.216959,"Coolidge Corner","Fenway-Kenmore",FALSE,"Brookline"
"63","26A4634A03671C97","classic_bike","2024-06-26 17:39:52.568","2024-06-26 17:46:21.144","Third at Binney","M32048","Morgan Ave at North First St","M32086",42.36544,-71.08277,42.37198,-71.07586,"member",2024-03-29,"spring",388.576,"17:39:52","17:46:21",NA,-71.08277,42.36544,-71.07586,42.37198,0.9230678,5.962489,"East Cambridge","East Cambridge",TRUE,"Cambridge"
"64","6504000FD8541565","electric_bike","2024-05-14 09:57:02","2024-05-14 10:06:02","Ruggles T Stop - Columbus Ave at Melnea Cass Blvd","B32002","Landmark Center - Brookline Ave at Park Dr","B32015",42.33628,-71.08802,42.34369,-71.10235,"casual",2024-06-20,"summer",540,"09:57:02","10:06:02",NA,-71.08802,42.33628,-71.10235,42.34369,1.439764,6.291569,"Back Bay","Fenway-Kenmore",FALSE,"Boston"
"65","F62156354410087D","classic_bike","2024-10-20 15:32:10.01","2024-10-20 15:39:59.15","Kendall T","M32004","Gore Street at Lambert Street","M32081",42.36243,-71.08495,42.37308,-71.08634,"casual",2024-10-12,"autumn",469.14,"15:32:10","15:39:59",NA,-71.08495,42.36243,-71.08634,42.37308,1.19125,6.150901,"Main Street","East Cambridge",FALSE,"Cambridge"
"66","607EEE42CF232555","classic_bike","2024-10-02 17:40:25.429","2024-10-02 17:53:02.249","30 Dane St","S32023","Harvard Square at Mass Ave/ Dunster","M32018",42.381,-71.10403,42.37327,-71.11858,"member",2024-09-13,"autumn",756.82,"17:40:25","17:53:02",NA,-71.10403,42.381,-71.11858,42.37327,1.474279,6.629125,"Ames Business Park","Riverside",FALSE,"Somerville"
"67","7AC6D43EF1EDEF2C","classic_bike","2024-10-19 15:32:04.259","2024-10-19 15:37:01.988","Davis Square","S32006","Packard Ave at Powderhouse Blvd","S32009",42.39697,-71.12302,42.40449,-71.12341,"member",2024-07-10,"summer",297.729,"15:32:04","15:37:01",NA,-71.12302,42.39697,-71.12341,42.40449,0.8378443,5.696184,"Ball Square","Ball Square",TRUE,"Somerville"
"68","E8D8D42E1F5444B0","classic_bike","2024-05-08 10:32:48","2024-05-08 10:42:29","Massachusetts Ave at Columbus Ave","C32004","Beacon St at Charles St","D32024",42.34083,-71.08162,42.35605,-71.06985,"casual",2024-07-25,"summer",581,"10:32:48","10:42:29",NA,-71.08162,42.34083,-71.06985,42.35605,1.95122,6.364751,"South End","Beacon Hill",FALSE,"Boston"
